handleId,fieldType,name,productImageUrl,collection,sku,ribbon,price,surcharge,visible,discountMode,discountValue,inventory,weight,cost,productOptionName1,productOptionType1,productOptionDescription1,productOptionName2,productOptionType2,productOptionDescription2,productOptionName3,productOptionType3,productOptionDescription3,productOptionName4,productOptionType4,productOptionDescription4,productOptionName5,productOptionType5,productOptionDescription5,productOptionName6,productOptionType6,productOptionDescription6,additionalInfoTitle1,additionalInfoDescription1,additionalInfoTitle2,additionalInfoDescription2,additionalInfoTitle3,additionalInfoDescription3,additionalInfoTitle4,additionalInfoDescription4,additionalInfoTitle5,additionalInfoDescription5,additionalInfoTitle6,additionalInfoDescription6,customTextField1,customTextCharLimit1,customTextMandatory1,customTextField2,customTextCharLimit2,customTextMandatory2,brand
product_c21a9d43-ae8e-264e-e723-956762d651a6,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,X-Large,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c21a9d43-ae8e-264e-e723-956762d651a6,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Small,,,Sports Grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c21a9d43-ae8e-264e-e723-956762d651a6,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,X-Large,,,Charcoal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c21a9d43-ae8e-264e-e723-956762d651a6,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,X-Large,,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c21a9d43-ae8e-264e-e723-956762d651a6,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Large,,,Ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c21a9d43-ae8e-264e-e723-956762d651a6,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Large,,,Heather Sports Dark Navy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c21a9d43-ae8e-264e-e723-956762d651a6,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,X-Large,,,Ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c21a9d43-ae8e-264e-e723-956762d651a6,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Small,,,Ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c21a9d43-ae8e-264e-e723-956762d651a6,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Large,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c21a9d43-ae8e-264e-e723-956762d651a6,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Large,,,Charcoal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c21a9d43-ae8e-264e-e723-956762d651a6,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,X-Large,,,Heather Graphite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c21a9d43-ae8e-264e-e723-956762d651a6,Variant,,,,,,,2,TRUE,,,1,0.86,19.35,,,2XL,,,Heather Sports Dark Navy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c21a9d43-ae8e-264e-e723-956762d651a6,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Medium,,,Sports Grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c21a9d43-ae8e-264e-e723-956762d651a6,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,X-Large,,,Sports Grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c21a9d43-ae8e-264e-e723-956762d651a6,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Large,,,Heather Graphite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c21a9d43-ae8e-264e-e723-956762d651a6,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Large,,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c21a9d43-ae8e-264e-e723-956762d651a6,Variant,,,,,,,2,TRUE,,,1,0.86,19.35,,,2XL,,,Charcoal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c21a9d43-ae8e-264e-e723-956762d651a6,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Medium,,,Heather Sports Dark Navy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c21a9d43-ae8e-264e-e723-956762d651a6,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Medium,,,Charcoal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c21a9d43-ae8e-264e-e723-956762d651a6,Variant,,,,,,,2,TRUE,,,1,0.86,19.35,,,2XL,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c21a9d43-ae8e-264e-e723-956762d651a6,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Large,,,Sports Grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c21a9d43-ae8e-264e-e723-956762d651a6,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Small,,,Charcoal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c21a9d43-ae8e-264e-e723-956762d651a6,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Small,,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c21a9d43-ae8e-264e-e723-956762d651a6,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Medium,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c21a9d43-ae8e-264e-e723-956762d651a6,Variant,,,,,,,2,TRUE,,,1,0.86,19.35,,,2XL,,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c21a9d43-ae8e-264e-e723-956762d651a6,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Small,,,Heather Graphite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c21a9d43-ae8e-264e-e723-956762d651a6,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Small,,,Heather Sports Dark Navy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c21a9d43-ae8e-264e-e723-956762d651a6,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Medium,,,Heather Graphite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c21a9d43-ae8e-264e-e723-956762d651a6,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,X-Large,,,Heather Sports Dark Navy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c21a9d43-ae8e-264e-e723-956762d651a6,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Medium,,,Ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c21a9d43-ae8e-264e-e723-956762d651a6,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Medium,,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c21a9d43-ae8e-264e-e723-956762d651a6,Variant,,,,,,,2,TRUE,,,1,0.86,19.35,,,2XL,,,Sports Grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c21a9d43-ae8e-264e-e723-956762d651a6,Variant,,,,,,,2,TRUE,,,1,0.86,19.35,,,2XL,,,Ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c21a9d43-ae8e-264e-e723-956762d651a6,Variant,,,,,,,2,TRUE,,,1,0.86,19.35,,,2XL,,,Heather Graphite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c21a9d43-ae8e-264e-e723-956762d651a6,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Small,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f5014b7-9c31-9422-824e-cd24e39f8075,Product,Selectively Social,ca757a_e9bc2f44a57d4b678bd2458299256304~mv2.png;ca757a_4889ec88a4394839a80b7597853eff36~mv2.png;ca757a_36e04d9b5a5c4680a8cde95e139fc98b~mv2.png;ca757a_35d533460a1c406c9b474ed09113018c~mv2.png;ca757a_c3c75f8b571948af94f3ff2f415f62cb~mv2.png;ca757a_ce9d0df0f79e44acac4356e97d029ec2~mv2.png;ca757a_c9048468373b4cbb891efc4ec8b28959~mv2.png;ca757a_58a743fc3bcd4d65b1f982e0aea78b79~mv2.png;ca757a_2ab5ee6b591642e396a4b64d59a8bded~mv2.png,Crewnecks,,Crewnecks,38.95,,TRUE,PERCENT,0,0,,,Sizes,DROP_DOWN,Small;Medium;Large;X-Large;2XL,Colors,DROP_DOWN,Carolina Blue;Indigo Blue;Light Blue;Navy;Royal;Sapphire;White,,,,,,,,,,,,,Material,"<p>50% Cotton /50% polyester 13.5 oz.<br>
Double-needle collar, shoulders, and armholes.<br>
Double-needle cuffs and banded bottom.<br>
Set-in sleeves.<br>
Quarter-turned body.<br>
1X1 Athletic rib with Lycra®.<br>
Heavy blend material&nbsp;<br>
Less prone to shrinkage, fading or pilling</p>
",,,,,,,,,,,,,,,,,
product_0f5014b7-9c31-9422-824e-cd24e39f8075,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Large,,,Indigo Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f5014b7-9c31-9422-824e-cd24e39f8075,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Small,,,Light Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f5014b7-9c31-9422-824e-cd24e39f8075,Variant,,,,,,,2,TRUE,,,1,0.86,19.35,,,2XL,,,Navy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f5014b7-9c31-9422-824e-cd24e39f8075,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Large,,,Navy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f5014b7-9c31-9422-824e-cd24e39f8075,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Medium,,,Royal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f5014b7-9c31-9422-824e-cd24e39f8075,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Small,,,Indigo Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f5014b7-9c31-9422-824e-cd24e39f8075,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,X-Large,,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f5014b7-9c31-9422-824e-cd24e39f8075,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,X-Large,,,Sapphire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f5014b7-9c31-9422-824e-cd24e39f8075,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Large,,,Sapphire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f5014b7-9c31-9422-824e-cd24e39f8075,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,X-Large,,,Carolina Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f5014b7-9c31-9422-824e-cd24e39f8075,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Medium,,,Carolina Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f5014b7-9c31-9422-824e-cd24e39f8075,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,X-Large,,,Light Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f5014b7-9c31-9422-824e-cd24e39f8075,Variant,,,,,,,2,TRUE,,,1,0.86,19.35,,,2XL,,,Indigo Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f5014b7-9c31-9422-824e-cd24e39f8075,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,X-Large,,,Navy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f5014b7-9c31-9422-824e-cd24e39f8075,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Small,,,Royal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f5014b7-9c31-9422-824e-cd24e39f8075,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Large,,,Carolina Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f5014b7-9c31-9422-824e-cd24e39f8075,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Small,,,Navy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f5014b7-9c31-9422-824e-cd24e39f8075,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Medium,,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f5014b7-9c31-9422-824e-cd24e39f8075,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Large,,,Light Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f5014b7-9c31-9422-824e-cd24e39f8075,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Small,,,Sapphire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f5014b7-9c31-9422-824e-cd24e39f8075,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Large,,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f5014b7-9c31-9422-824e-cd24e39f8075,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Small,,,Carolina Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f5014b7-9c31-9422-824e-cd24e39f8075,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Small,,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f5014b7-9c31-9422-824e-cd24e39f8075,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,X-Large,,,Royal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f5014b7-9c31-9422-824e-cd24e39f8075,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Medium,,,Sapphire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f5014b7-9c31-9422-824e-cd24e39f8075,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Medium,,,Light Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f5014b7-9c31-9422-824e-cd24e39f8075,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,X-Large,,,Indigo Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f5014b7-9c31-9422-824e-cd24e39f8075,Variant,,,,,,,2,TRUE,,,1,0.86,19.35,,,2XL,,,Carolina Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f5014b7-9c31-9422-824e-cd24e39f8075,Variant,,,,,,,2,TRUE,,,1,0.86,19.35,,,2XL,,,Light Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f5014b7-9c31-9422-824e-cd24e39f8075,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Large,,,Royal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f5014b7-9c31-9422-824e-cd24e39f8075,Variant,,,,,,,2,TRUE,,,1,0.86,19.35,,,2XL,,,Sapphire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f5014b7-9c31-9422-824e-cd24e39f8075,Variant,,,,,,,2,TRUE,,,1,0.86,19.35,,,2XL,,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f5014b7-9c31-9422-824e-cd24e39f8075,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Medium,,,Indigo Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f5014b7-9c31-9422-824e-cd24e39f8075,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Medium,,,Navy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0f5014b7-9c31-9422-824e-cd24e39f8075,Variant,,,,,,,2,TRUE,,,1,0.86,19.35,,,2XL,,,Royal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_48f0a964-4ce6-0afb-89e2-e2a8bea3f242,Product,Sassy Since 1983,ca757a_e61c97766f3b4a9bb9bd4ebab4bd93c9~mv2.png;ca757a_31d2f85353ae48ca91bafbee84bd561b~mv2.png;ca757a_36e04d9b5a5c4680a8cde95e139fc98b~mv2.png;ca757a_2b319cbe98d84aa9a1e034dbad5ba65b~mv2.png;ca757a_c3c75f8b571948af94f3ff2f415f62cb~mv2.png;ca757a_8d1846a2ff3b4bc4a24923ece2fe8c51~mv2.png;ca757a_32f067ffa6e94fb99f59678f7b2c3a7d~mv2.png;ca757a_4cace2c6efc8438e960aa70eee1c1036~mv2.png;ca757a_5d18262411574580bdedbcf1b1a20485~mv2.png;ca757a_6c5f66464dad4056b6f07271df7da386~mv2.png,Crewnecks,,Crewnecks,38.95,,TRUE,PERCENT,0,0,,,Sizes,DROP_DOWN,Small;Medium;Large;X-Large;2XL,Colors,DROP_DOWN,Ash;Charcoal;Heather Deep Royal;Helconia;Royal;White;Safety Pink;Irish Green,,,,,,,,,,,,,Material,"<p>50% Cotton /50% polyester 13.5 oz.<br>
Double-needle collar, shoulders, and armholes.<br>
Double-needle cuffs and banded bottom.<br>
Set-in sleeves.<br>
Quarter-turned body.<br>
1X1 Athletic rib with Lycra®.<br>
Heavy blend material&nbsp;<br>
Less prone to shrinkage, fading or pilling</p>
",,,,,,,,,,,,,,,,,
product_48f0a964-4ce6-0afb-89e2-e2a8bea3f242,Variant,,,,,,,2,TRUE,,,1,0.86,19.35,,,2XL,,,Heather Deep Royal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_48f0a964-4ce6-0afb-89e2-e2a8bea3f242,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,X-Large,,,Helconia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_48f0a964-4ce6-0afb-89e2-e2a8bea3f242,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Large,,,Irish Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_48f0a964-4ce6-0afb-89e2-e2a8bea3f242,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Small,,,Royal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_48f0a964-4ce6-0afb-89e2-e2a8bea3f242,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Small,,,Ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_48f0a964-4ce6-0afb-89e2-e2a8bea3f242,Variant,,,,,,,2,TRUE,,,1,0.86,19.35,,,2XL,,,Ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_48f0a964-4ce6-0afb-89e2-e2a8bea3f242,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Small,,,Helconia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_48f0a964-4ce6-0afb-89e2-e2a8bea3f242,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Large,,,Ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_48f0a964-4ce6-0afb-89e2-e2a8bea3f242,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Medium,,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_48f0a964-4ce6-0afb-89e2-e2a8bea3f242,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,X-Large,,,Safety Pink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_48f0a964-4ce6-0afb-89e2-e2a8bea3f242,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Large,,,Heather Deep Royal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_48f0a964-4ce6-0afb-89e2-e2a8bea3f242,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Small,,,Safety Pink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_48f0a964-4ce6-0afb-89e2-e2a8bea3f242,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Large,,,Safety Pink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_48f0a964-4ce6-0afb-89e2-e2a8bea3f242,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,X-Large,,,Charcoal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_48f0a964-4ce6-0afb-89e2-e2a8bea3f242,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Small,,,Heather Deep Royal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_48f0a964-4ce6-0afb-89e2-e2a8bea3f242,Variant,,,,,,,2,TRUE,,,1,0.86,19.35,,,2XL,,,Irish Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_48f0a964-4ce6-0afb-89e2-e2a8bea3f242,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Medium,,,Helconia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_48f0a964-4ce6-0afb-89e2-e2a8bea3f242,Variant,,,,,,,2,TRUE,,,1,0.86,19.35,,,2XL,,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_48f0a964-4ce6-0afb-89e2-e2a8bea3f242,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,X-Large,,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_48f0a964-4ce6-0afb-89e2-e2a8bea3f242,Variant,,,,,,,2,TRUE,,,1,0.86,19.35,,,2XL,,,Royal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_48f0a964-4ce6-0afb-89e2-e2a8bea3f242,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Medium,,,Heather Deep Royal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_48f0a964-4ce6-0afb-89e2-e2a8bea3f242,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Large,,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_48f0a964-4ce6-0afb-89e2-e2a8bea3f242,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,X-Large,,,Royal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_48f0a964-4ce6-0afb-89e2-e2a8bea3f242,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Small,,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_48f0a964-4ce6-0afb-89e2-e2a8bea3f242,Variant,,,,,,,2,TRUE,,,1,0.86,19.35,,,2XL,,,Charcoal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_48f0a964-4ce6-0afb-89e2-e2a8bea3f242,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Medium,,,Safety Pink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_48f0a964-4ce6-0afb-89e2-e2a8bea3f242,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Large,,,Helconia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_48f0a964-4ce6-0afb-89e2-e2a8bea3f242,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Small,,,Charcoal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_48f0a964-4ce6-0afb-89e2-e2a8bea3f242,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,X-Large,,,Irish Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_48f0a964-4ce6-0afb-89e2-e2a8bea3f242,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Medium,,,Charcoal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_48f0a964-4ce6-0afb-89e2-e2a8bea3f242,Variant,,,,,,,2,TRUE,,,1,0.86,19.35,,,2XL,,,Safety Pink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_48f0a964-4ce6-0afb-89e2-e2a8bea3f242,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Medium,,,Royal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_48f0a964-4ce6-0afb-89e2-e2a8bea3f242,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Large,,,Charcoal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_48f0a964-4ce6-0afb-89e2-e2a8bea3f242,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Large,,,Royal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_48f0a964-4ce6-0afb-89e2-e2a8bea3f242,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,X-Large,,,Ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_48f0a964-4ce6-0afb-89e2-e2a8bea3f242,Variant,,,,,,,2,TRUE,,,1,0.86,19.35,,,2XL,,,Helconia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_48f0a964-4ce6-0afb-89e2-e2a8bea3f242,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,X-Large,,,Heather Deep Royal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_48f0a964-4ce6-0afb-89e2-e2a8bea3f242,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Medium,,,Ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_48f0a964-4ce6-0afb-89e2-e2a8bea3f242,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Small,,,Irish Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_48f0a964-4ce6-0afb-89e2-e2a8bea3f242,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Medium,,,Irish Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_71d57792-3294-8126-b066-adfcc761d6bd,Product,Simple is Beautiful,ca757a_8ae9aff47adf4d318c667f250c064549~mv2.png;ca757a_68e042c1aeb54e7286376fa1cf5b4194~mv2.png;ca757a_9db332f020a84433a8bb3d205df185b3~mv2.png;ca757a_0b1807888213468e955f84043a66a0c1~mv2.png;ca757a_c9048468373b4cbb891efc4ec8b28959~mv2.png;ca757a_5d18262411574580bdedbcf1b1a20485~mv2.png;ca757a_36e04d9b5a5c4680a8cde95e139fc98b~mv2.png,Crewnecks,,Crewnecks,38.95,,TRUE,PERCENT,0,0,,,Sizes,DROP_DOWN,Small;Medium;Large;X-Large;2XL,Colors,DROP_DOWN,White;Sand;Light Blue;Light Pink;Ash,,,,,,,,,,,,,Material,"<p>50% Cotton /50% polyester 13.5 oz.<br>
Double-needle collar, shoulders, and armholes.<br>
Double-needle cuffs and banded bottom.<br>
Set-in sleeves.<br>
Quarter-turned body.<br>
1X1 Athletic rib with Lycra®.<br>
Heavy blend material&nbsp;<br>
Less prone to shrinkage, fading or pilling</p>
",,,,,,,,,,,,,,,,,
product_71d57792-3294-8126-b066-adfcc761d6bd,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Small,,,Light Pink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_71d57792-3294-8126-b066-adfcc761d6bd,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Large,,,Ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_71d57792-3294-8126-b066-adfcc761d6bd,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Small,,,Light Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_71d57792-3294-8126-b066-adfcc761d6bd,Variant,,,,,,,,TRUE,,,1,0.86,19.35,,,Large,,,Light Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_71d57792-3294-8126-b066-adfcc761d6bd,Variant,,,,,,,2,TRUE,,,1,0.86,19.35,,,2XL,,,Sand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
